grid_id,obs_density,species_richness,migration_ratio,latitude,longitude
20_12,14,1,0.0,11.554547978511469,77.82422066222509
20_13,15,1,0.1333333333333333,11.994253568227144,77.82422066222509
20_14,14,1,0.8571428571428571,12.433243423364331,77.82422066222509
20_15,176,1,0.2556818181818182,12.871492981781698,77.82422066222509
20_16,32,1,0.59375,13.308977896137208,77.82422066222509
20_18,1,1,0.0,14.181557513997255,77.82422066222509
20_25,8,1,0.125,17.208029798219822,77.82422066222509
20_26,5,1,0.0,17.63658061663447,77.82422066222509
20_28,1,1,0.0,18.490610988853064,77.82422066222509
20_34,1,1,0.0,21.026631845952377,77.82422066222509
20_36,1,1,1.0,21.862747893608542,77.82422066222509
20_37,1,1,0.0,22.27898995572114,77.82422066222509
20_38,6,1,0.5,22.69399679781292,77.82422066222509
20_39,2,1,0.0,23.10775037770492,77.82422066222509
20_4,7,2,0.0,8.014150043889725,77.82422066222509
20_40,1,1,0.0,23.520232969502963,77.82422066222509
20_45,1,1,1.0,25.562983084217514,77.82422066222509
20_47,1,1,1.0,26.370601756536594,77.82422066222509
20_48,9,2,0.7777777777777778,26.77231686184259,77.82422066222509
20_49,11,1,0.6363636363636364,27.172615960128685,77.82422066222509
20_5,5,1,0.2,8.458673638182125,77.82422066222509
20_50,1,1,0.0,27.571484572845726,77.82422066222509
20_52,14,1,0.4285714285714285,28.364874075242138,77.82422066222509
20_54,1,1,1.0,29.15237613428415,77.82422066222509
20_55,3,1,0.0,29.543886679289603,77.82422066222509
20_57,42,1,0.5,30.32236429516476,77.82422066222509
20_58,3,1,0.3333333333333333,30.709307349603503,77.82422066222509
20_6,1,1,0.0,8.902684943528312,77.82422066222509
20_60,2,1,0.0,31.478544365913102,77.82422066222509
20_62,11,1,0.4545454545454545,32.24150961365274,77.82422066222509
20_63,1,1,1.0,32.62061417279348,77.82422066222509
20_64,3,1,1.0,32.99812005252553,77.82422066222509
20_65,21,2,0.8095238095238095,33.37401767593068,77.82422066222509
20_66,24,2,0.375,33.74829778436251,77.82422066222509
20_67,101,1,0.6534653465346535,34.120951435694295,77.82422066222509
20_68,5,1,0.8,34.49197000246,77.82422066222509
